2.219287000000000000e+06,1.726861688894546720e+00,1.832351533319665382e+00,1.939246717391587049e+00,2.063141941473653596e+00,2.138857623330302715e+00,2.147758931748619649e+00,2.117959356231192469e+00,2.164403101918036754e+00,2.268187341747391006e+00,2.377373043834563937e+00,2.420163890163998133e+00,2.438320350838945050e+00,2.515809957592641588e+00,2.630618986472165410e+00,2.649991757267752490e+00,2.527053389182595033e+00,2.017798216272780110e+00,1.136102622127565187e+00,0.000000000000000000e+00,3.000000000000000000e+00
2.644722000000000000e+06,1.741847056001728511e+00,1.917079319504932933e+00,2.117681517090177046e+00,2.329415038410462380e+00,2.391132333185621572e+00,2.500932283664985434e+00,2.639360245982656394e+00,2.809436445894490930e+00,2.818802441392456615e+00,2.845417072518645174e+00,2.890180974412126513e+00,3.044252606401229855e+00,3.111737363921430966e+00,3.273055846329063989e+00,3.356299152461774682e+00,3.188713098743222396e+00,2.297979459841080541e+00,1.126506059574028384e+00,0.000000000000000000e+00,3.000000000000000000e+00
1.377950000000000000e+05,1.883617925899243595e+00,2.038449955870768715e+00,2.198217623400207987e+00,2.411990537813204050e+00,2.529512624701468759e+00,2.605029737526335154e+00,2.600871511314171158e+00,2.648771554164155440e+00,2.663972019740252772e+00,2.758216249371571838e+00,2.890731246275147548e+00,3.100138629548886193e+00,3.204785297672573030e+00,3.392656420236634496e+00,3.518112847786045716e+00,3.472862821300378044e+00,2.648526718670781488e+00,1.374041577777889156e+00,0.000000000000000000e+00,3.000000000000000000e+00
2.058430000000000000e+05,1.939334488549420588e+00,2.130738372175754680e+00,2.364793864576149929e+00,2.634870617112641700e+00,2.693074174566519208e+00,2.803594456308815985e+00,2.872376460510648322e+00,2.897015091983756729e+00,2.886616546394070060e+00,2.949200915838777526e+00,2.972884442428220808e+00,2.998342339409272306e+00,3.125875201154680205e+00,3.243958471398967980e+00,3.328437445684390816e+00,2.998504945851657943e+00,2.190971510256570554e+00,1.181096084006257652e+00,0.000000000000000000e+00,3.000000000000000000e+00
4.176969000000000000e+06,1.980058716304994082e+00,2.135296990594852673e+00,2.340896912306926314e+00,2.586777167366053565e+00,2.678942791366378806e+00,2.712002468188169146e+00,2.690439642460572767e+00,2.774128735516212529e+00,2.782743024164559209e+00,2.818864951031469168e+00,2.878207046576625849e+00,3.064939826822060454e+00,3.200005374853440721e+00,3.391804911615170504e+00,3.404579632945058609e+00,3.113527377053668665e+00,2.172907806399404063e+00,1.055769821307356970e+00,0.000000000000000000e+00,3.000000000000000000e+00
2.878927000000000000e+06,1.849950219069966373e+00,2.020510742436769647e+00,2.174455280713076366e+00,2.397588183720109622e+00,2.603801022273480648e+00,2.799173208489696307e+00,2.878878240128999622e+00,3.010882853314586605e+00,3.126456666850108590e+00,3.262215805353861242e+00,3.353730504625829667e+00,3.475913548417631560e+00,3.393406310254510672e+00,3.162348300314313576e+00,2.610729563692975042e+00,1.953699349848099232e+00,1.168817595814191979e+00,5.018841779513927293e-01,0.000000000000000000e+00,3.000000000000000000e+00
1.070628000000000000e+06,1.685545548428753371e+00,1.724726366350458395e+00,1.815458508624177680e+00,1.956250516477177737e+00,2.071715257136637511e+00,2.165737805026767049e+00,2.186283534856126920e+00,2.257796384906103349e+00,2.377770667677320926e+00,2.488881040511131015e+00,2.487647443884483334e+00,2.552022262638014460e+00,2.639347304129803007e+00,2.764838328090203134e+00,2.853632062702122330e+00,2.727147848719906342e+00,2.153944501043698612e+00,1.208831663461515715e+00,0.000000000000000000e+00,3.000000000000000000e+00
1.677024000000000000e+06,1.770965562254130043e+00,1.912685884075850051e+00,2.163338138410039413e+00,2.464239620608303483e+00,2.664617293849639079e+00,2.877370131099649342e+00,3.069126502016417124e+00,3.272999546824377326e+00,3.395682108979803715e+00,3.409928198999635285e+00,3.321680696045184789e+00,3.191084788964153152e+00,3.040368057636757548e+00,2.905401539328185567e+00,2.609977738854960094e+00,2.117705273211597294e+00,1.400629016362484602e+00,6.964644188793491786e-01,0.000000000000000000e+00,3.000000000000000000e+00
2.086550000000000000e+06,1.777081881574215760e+00,2.011125539844853982e+00,2.244442627787016420e+00,2.487119103783411944e+00,2.539658667538204462e+00,2.584281054234906172e+00,2.733551883856789377e+00,2.915614202563278745e+00,3.052224303032288866e+00,3.168848019681525852e+00,3.293876771696315764e+00,3.427738460244402319e+00,3.485755892698636949e+00,3.306226358449596781e+00,2.785898900338193762e+00,1.965793731809921230e+00,1.161053841680533605e+00,5.552968192276810377e-01,0.000000000000000000e+00,3.000000000000000000e+00
2.460317000000000000e+06,1.799821551582347468e+00,2.028550201938458919e+00,2.303379988569819403e+00,2.580665003328612706e+00,2.677516796598199189e+00,2.781660824561146939e+00,2.828957096201285104e+00,2.967392944473389083e+00,3.123262276425401662e+00,3.350717279216197220e+00,3.464319263223039513e+00,3.572985116292159979e+00,3.660354332645494146e+00,3.590798093380478839e+00,3.151496109920771893e+00,2.323407087693037276e+00,1.325140347926507811e+00,5.663485248516565429e-01,0.000000000000000000e+00,3.000000000000000000e+00
